Portfolio,Group,Div,District,Store,Reason,Brand,Product,Product Desc,Vendor Date/Code,UPC (free form UPC),Item,Case ID,Rcv Date,Text
MEAT,BEEF FRESH,GM,DIST 144,6308,QL TOUGH,NATURES PROMISE,,,,688267150944,RIBEYE STEAK,2031650,05/27/2019 21:48:18,"CUSTOMER COMMENTS:  I purchased this steak for $12.49 and it was tuff, I was so upset after spending that amount of money for 1 steak and having being that way.  I will never purchase another Natures Promise Product again.
I would like a response to this complaint as well. 
"
MEAT,BEEF GROUND,SS,DIST 318,2418,QL FOR OBJ,NATURES PROMISE,,,,688267150913,BEEF ORGANIC GRASS FED,2031639,05/27/2019 20:56:13,"CUSTOMER COMMENTS:  We found little, black plastic bits in our beef.  I have pictures of it, but unfortunately, my friend swallowed the plastic that was in her burger. 
"
MEAT,BEEF GROUND,GM,DIST 132,6512,QL FOR OBJ,FOODHOLD,,,43459137,204345909619,BEEF GRND 80% VALUE PK 40 OZS,2031223,05/26/2019 11:48:25,"STORE REPORT: Customer bit into a burger she made out of the ground beef and bit down on a metal substance within the meat. Fully Refunded / Called Mac Risk Management / Contacted Food Safety Department.

Metal substance held in pill bottle.

Brian Seifred
Store Manager
610-265-1870"
MEAT,BEEF GROUND,GM,DIST 134,6106,QL OA DISSATISFIED,NATURES PROMISE,,,,,"BEEF, GROUND",2031640,05/27/2019 21:01:50,"CUSTOMER COMMENTS:  Nature Promise ground beef is poor quality... it has veins it. This is the second time this happened on two different occasions. Your butchers should know better than to put scrap parts like veins in the ground beef. I will NOT be buyer nature's promise brand again. 
"
MEAT,CHICKEN FRESH,GM,DIST GM 0,0000 GM,QL BRUISE,NATURES PROMISE,,,,20277103802,CHICKEN WHOLE,2033470,05/29/2019 14:06:22,"natures promise whole fresh chicken
customer said the bottom bruised and parts were severed 


"
MEAT,CHICKEN FRESH,GF,DIST 95,143,QL CLOSEDATE,FOODHOLD,,,,,CHICKEN,2035789,05/31/2019 13:48:20,"customer said at store #300 the shelves are always empty, the store is not run properly, the cashier she had today wouldnt put her bags in the shopping cart

customer said at store #143 about a month ago there was chicken expiring in two days; customer said she asked for a fresher one but was told no

"
MEAT,CHICKEN FRESH,SS,DIST 316,44,QL ILL FOOD,FOODHOLD,,,PLU 805,200805012196,CHICKEN OVEN ROASTED,2031614,05/27/2019 17:00:04,"STORE REPORT: Customer comments ""Very ill off of the chicken roaster. I cooked it for hours and was poisoned. Very upset and scared. Manager Comment: Customer stated she consumed product on Sunday night and almost died but was in Monday afternoon to get a refund and buy more groceries. Customer said she paid $12 and was given a refund of double money back for $24. Customer threw out product and packaging.

Jarrod Pupa
Store Manager"
MEAT,CHICKEN FRESH,SS,DIST 318,2418,QL SPOILED,NATURES PROMISE,,,,,CHICKEN THIGH,2035399,05/31/2019 10:26:08,"CUSTOMER COMMENTS:  I just wanted to let you know that I tried cooking both chicken thighs and lamb shanks this week. I was using both products one day before their sell-by date (Monday for the lamb shanks, and Wednesday for the chicken thighs) and they had both already gone bad. 
"
MEAT,FROZ MEAT,SS,DIST SS 0,0000 SS,PKG ERROR,NATURES PROMISE,068826716828-SSNYM,Np Gf Chkn Patties 18Z,8/28/19 L2D 11:35,68826716828,CHICKEN PATTIES G/F,2031861,05/28/2019 10:09:15,"Yesterday, bought NP chicken patties and when she opened them, they were chicken nuggets."
MEAT,HOT DOGS,GF,DIST 105,763,DISC PRIV ITEM,FOODHOLD,,,,,HOT DOGS BEEF,2033233,05/29/2019 11:42:24,"CUSTOMER COMMENTS:  I can't find them in any of the stores I go into in Northern Va.  Do any Va. Md. Pa. or DC carry them?  Please advise. 
"
MEAT,HOT DOGS,SS,DIST SS 0,0000 SS,PKG ERROR,GV,068826705812-SSNYM,Gv 3Lb Meat Hotdog 48Z,sell by jun 30 2019 0359A,68826705812,DOG HOT,2035517,05/31/2019 11:25:49,Customer states they purchased the hot dog 24 pk but they just saw that there is only 23 hot dogs in the pack.
MEAT,LUNCH MEAT PKG,SS,DIST 314,407,QL FOR OBJ,FOODHOLD,,,,88267529610,TUKEY OVEN ROASTED SLICED,2034196,05/30/2019 10:30:31,Customer states they fixed a sandwich with our oven roasted turkey breast and almost choked on some type of skin surrounding the rim of the slices.  Customer states its not visible but when she touches the rim it feels a bit harder.  Customer is inquiring on what that could be that was on the edges of each slice because they did not know there was skin around the edge.
MEAT,LUNCH MEAT PKG,SS,DIST SS 0,0000 SS,QL OA DISSATISFIED,FOODHOLD,,,,8826753447,BEEF ROAST 7OZ,2035979,05/31/2019 15:12:42,customer was calling because they changed the packaging and now this product is awful. It is no longer Roast Beef it is like sliced hotdogs
MEAT,MEAT FRESH,GM,DIST 146,6295,OOS REG,NATURES PROMISE,,,,,RABBIT,2031195,05/26/2019 1:50:02,"CUSTOMER COMMENTS:  Why did they stop selling Arlo Cream Cheese?  You only dedicated a tiny space for it anyway. I'm so angry at how this store is being managed the last several years.  The changes stink of bad upper management, they always make the worst decisions.  I have a list of complaints but product consistency is really ticking me off.  There are a slew of products sold at the Winchester store not sold here.  Why in God's name would you remove a new competitor with a more natural product that tastes way better for row upon row of only 1 brand of cream cheese!  I need to write more but in another letter, this was my last straw. Thanks for helping me move away from buying stuff from you and move to buying from farmers and online businesses. Since I have to drive out of my way to several other Martin's just to find Nature's Promise popcorn or rabbit meat then I might as well drive to a farmer's market or butcher. Your trying to use technology to drive productivity but your just driving customers away.  My neighbor has also noticed the lack of consistency.  Also, I HATE your expiration dates on coupons. Either start taking expired coupons, don't put expiration dates on them (as used to be industry standard), give at least a year before expiring or don't bother printing them & wasting my time with crap like by 3 get .50¢ off or spend $180 get $10 off. Get the frak out of here with your disgusting advertising ploys, we are people not rats, stop treating us like experiments and dissecting spending habits.  
Kind regards,
Natalie W. 
"
MEAT,MEAT FRESH,SS,DIST SS 0,0000 SS,PKG ERROR,FOODHOLD,068826716609-SSNYM,Sb Pork Roll Mild 6Z,51219,68826716609,ROLL PORK,2035647,05/31/2019 12:31:34,It was supposed to be 6 pieces in this package but it was only 4.
MEAT,TURKEY FRESH,SS,DIST SS 0,0000 SS,OOS REG,FOODHOLD,,,,,TURKEY THIGHS,2035847,05/31/2019 14:19:51,attempting to purchase turkey thighs on Peapod and there is notice stating it is out of stock.
OTHER PORT,NA,SS,DIST SS 0,0000 SS,ALLERGY OTHER,FOODHOLD,068826709408-SSNE-D,Sb Plain Bagel 6P 22 Oz,,68826709408,BAGELS,2032535,05/28/2019 16:11:02,Customer would like to know if the product contains tree nuts.
OTHER PORT,NA,GF,DIST GF 0,0000 GF,DISC PRIV ITEM,ETOS,,,,,BODY WASH,2035210,05/31/2019 8:46:30,"Explained the body wash has been discontinued,"
OTHER PORT,NA,GF,DIST 95,2301,DISC PRIV ITEM,FOODHOLD,,,,,BREAD STONEGROUND WHOLE WHEAT,2034251,05/30/2019 11:05:57,"CUSTOMER COMMENTS:  What ever happened to the Giant Food brand of Stoneground Whole Wheat Bread we brought and enjoyed for many years?  The regular Giant Food Whole Wheat bread we can only find in any Giant Food store just doesn't do it. 
"
OTHER PORT,NA,GM,DIST 145,6271,DISC PRIV ITEM,FOODHOLD,,,,,BREAD WHOLE WHEAT PITA,2036852,06/01/2019 16:14:49,"CUSTOMER COMMENTS:  Did you discontinue this? I have not seen it in two weeks or more. Can I order it online? Could I find it at a different store? 
"
OTHER PORT,NA,GM,DIST 135,6317,OOS SEASON GM,LTO,,,,,LIMONCELLO,2033175,05/29/2019 11:15:09,"CUSTOMER COMMENTS:  The Bakery was VERY sparse by 3:00 on Saturday on a Holiday weekend? The CHEAP FLIMSY containers used to keep the cupcakes in had all the icing and cupcakes mashed and ugly looking because everyone that tried to pick them up had them tip over because they were not sturdy. There was NOTHING Limoncello as advertised. Sad I could not pick up any desserts in this store. I went to Wegman's instead, which was WELL prepared, stocked, AND uses BETTER transportable containers for their desserts! Get with it GIANT! 
"
OTHER PORT,NA,SS,DIST SS 0,0000 SS,QL DEFECTIVE,SMART LIVING,,,,,UMBRELLA PATIO,2031832,05/28/2019 9:48:01,My patio umbrella has broken and I purchased this last year.
OTHER PORT,NA,SS,DIST 312,22,QL OA DISSATISFIED,FOODHOLD,,,,,CHERRIES,2031287,05/26/2019 19:46:43,"CUSTOMER COMMENTS:  I gave you $103 for three lousy bags of groceries, and you gave me rotting cherries, awesome. I'm done, your product is absolutely appalling rotten strawberries every time, green bananas always, rotting mandarins so bad that they are dripping and moldy.  let's move on to you're way overpriced shitty meat selection,  you guys could not recognize a decent cut of beef if it slapped you,  ground beef is always about to pass the sale date, as I said I'm done I will shop elsewhere because it is obvious that you are overcharging cape-cod residents ( what did we do to you ?) just because there are tourist dollars here to collect .  I am not interested in paying for your losses incurred during the labor strike that you caused yourselves, and I don't care if a bunch of Dutch a**holes lose money trying to reshape the U.S. economy. I will from now on take my hard earned U.S. dollars elsewhere. 
P.S. thanks also for the rotten sausages that had me running to the toilet all weekend, I have to take some Imodium and go to bed early so I don't have to call in sick at work.
Have a great life, we won't be back. 
"
OTHER PORT,NA,GM,DIST 141,6539,QL SPOILED,FOODHOLD,068826701119-GC,+&&Sb Spring Mix 5Z,060419 N1240131610,68826701119,SALAD MIX SPRING,2036019,05/31/2019 15:45:08,This lettuce had a bunch a access water in the bottom which cause the lettuce to go bad.
PRODUCE,CARROTS,GM,DIST GM 0,0000 GM,QL SPOILED,NATURES PROMISE,,,,8826705750,CARROTS BABY CUT,2035229,05/31/2019 8:52:20,Natures promise organic carrots and they have rotten tips. I can't find the lot code but will call back when I do.
PRODUCE,CAULIFLOWER,SS,DIST 315,54,QL TASTE,NATURES PROMISE,,,,68826700926,CAULIFLOWER,2036194,05/31/2019 17:54:26,"This cauliflower is terrible, it taste terrible and the smell is bad also when you cook it."
PRODUCE,CHERRIES,GM,DIST GM 0,0000 GM,QL FOR OBJ,FOODHOLD,068826700594-GC,Sb Dk Sweet Cherries12z,022020 355-1813:45 EST:0292,68826700594,CHERRIES DARK,2034876,05/30/2019 16:29:37,I was eating these and two had seeds still in them.
PRODUCE,GRAPEFRUIT,GF,DIST 101,341,QL SPOILED,FOODHOLD,,,,,GRAPEFRUIT,2036887,06/01/2019 16:54:03,"I purchased grapefruits because its the only thing I can eat, fruit wise. Every time I buy grapefruits from this store. The inside of the grapefruit was dry and seemed old. I tried to return the grapefruit and they denied my return and I couldn't control that is was dry when it was supposed to be juicy inside. I even had a receipt showing that I purchased them at this store."
PRODUCE,GREEN BEANS,SS,DIST SS 0,0000 SS,QL APPEAR,FOODHOLD,,,,68826714507,,2033309,05/29/2019 12:32:54,"store brand green beans
customer said the green beans came out two different colors after cooking
upc 8826714507
"
PRODUCE,GREEN BEANS,SS,DIST SS 0,0000 SS,QL OA DISSATISFIED,FOODHOLD,068826714507-SSNE,Sb Green Beans 12 Oz,06022019 30113708:54,68826714507,BEANS GREEN,2033225,05/29/2019 11:34:46,This product is green beans and the ends are all yucky. The product is gross and there is decay in the bag.
PRODUCE,GREENS COOKING,SS,DIST SS 0,0000 SS,PKG ENV,NATURES PROMISE,,,,,CABBAGE RED,2031476,05/27/2019 13:05:02,"Used to buy red cabbage, it's good for the brain & nervous system.  Wants to eat it every week but has been frustrated b/c she is concerned about the oceans, wales, turtles, dolphins are showing up dead from the plastics that they eat.  They are dying.....The organic red cabbage is wrapped in firm, non-biodegradeable plastic and she doesn't feel comfortable supporting that.  Knowing that the plastic it's wrapped up is not biodegradeable, will harm wildlife, plants, and all of us.  Many ppl who eat organics feel this way.  Plastic or other material puts into question the authenticity of the product being really organic.  Have spoken to other sm's about her concerns and they told her that many other cus'ts have tghe same concern.  It's time for Nature's Promise to reach eco-conscientiousness."
PRODUCE,KALE BABY,SS,DIST SS 0,0000 SS,QL FOR OBJ,NATURES PROMISE,068826705303-SSNE,Np Organic Kale 12Z,,68826705303,,2032540,05/28/2019 15:54:25,"UPC 68826705303
Organic kale that comes prewashed, I still have to thoroughly wash this product. The last few bags I bought I had to wash since I found dirt and bugs in the bag."
PRODUCE,POTATOES,GF,DIST GF 0,0000 GF,QL COLOR,FOODHOLD,,,,688267177354,SWEET POTATOES,2034321,05/30/2019 11:39:46,"natures promise organic sweet potatoes

upc 688267177354

S-615 0816

customer said after cooking the potatoes the water turned a blue/green color; customer said this happened twice"
PRODUCE,ROMAINE CHOPPED,SS,DIST 317,725,QL TOO RIPE,FOODHOLD,068826701108-SSNE,+&&Sb Chpd Romaine 10Z,,68826701108,ROMAINE BASICS CHOPPED,2031220,05/26/2019 11:36:29,"CUSTOMER COMMENTS:  Bought this the other day. Best by daye of 5/28/19. Just took out of fridge to use and entire bag is pink. Super annoying 
"
PRODUCE,SPINACH,SS,DIST 314,2411,QL TEXTURE,NATURES PROMISE,,,5802016 06:24,68826752894,SPINACH BABY ORGANIC,2033371,05/29/2019 13:02:34,Customer stated best by was 06/05/19 . She stated that when she went to open them they were very moist and soggy and dark.
PRODUCE,SPRING MIX,GF,DIST 95,135,QL FOR OBJ,NATURES PROMISE,,,,68826715454,SALAD SPRING MIX,2033532,05/29/2019 14:56:01,"CUSTOMER COMMENTS:  I spotted a large greenish looking bug in my container of Nature's Promise Spring Mix Salad over the Memorial Day weekend that ruined my Sunday dinner as no one wanted the salad and I threw out all contents. I took photos and tried to forward photos and my complaint to your Corporate Office. I was shocked to see the bug in a bag that was confirmed as Pre Washed. I am reluctant to buy my produce at Giant again. I am happy to forward photos. 
"
PRODUCE,SQUASH,SS,DIST 324,667,QL TASTE,FOODHOLD,,,BB june 3 19,8826718584,SQUASH GREEN NOODLES 20OZ,2033944,05/30/2019 8:15:05,customer bought this package of Squash noodles and made for dinner last night they tasted thick a chemical. She did not finish eating and hopes she does not get sick.
PRODUCE,WATERMELON,GM,DIST 144,6466,QL SPOILED,FOODHOLD,,,,,WATERMELON,2032680,05/28/2019 18:30:57,Customer states they purchased a personal size watermelon yesterday and it is completely rotten on the inside.  Customer states they will go in store probably tomorrow to replace it.
SEA,SEA FROZ,GM,DIST 141,6447,QL FEW MISS INGR,FOODHOLD,,,,68826719159,FISH FROZEN,2031787,05/28/2019 9:29:40,"Customer says there were only 7 pieces of fish in the bag and the servings are 10, serving size 1 filet."
SEA,SEA FROZ,GM,DIST 141,6005,QL TEXTURE,FOODHOLD,,,,,HADDOCK FILLETS WILD CAUGHT,2036272,05/31/2019 19:33:03,"CUSTOMER COMMENTS:  I purchased a 32 oz package of Giant Brand Wild Caught Haddock Fillets.  Have to tell you that they were mushy and not usable.  Lost a family dinner of panned fried fish.  We have had these before and they were great.  It was like they had been previously thawed and refrozen.

Disappointed. 
"
SERV DELI,CHICKEN ROTISS TURK,SS,DIST 311,73,QL OVERCOOK,NATURES PROMISE,,,,,CHICKEN ROTISS,2033528,05/29/2019 14:48:52,customer said all chickens were total black on the tops and overcooked.
SERV DELI,CHICKEN ROTISS TURK,SS,DIST 311,421,QL OVERCOOK,NATURES PROMISE,,,,,CHICKEN ROTISS,2033524,05/29/2019 14:42:54,"customer said when she went to this location to purchase a rotisserie chicken all over 10 chickens were very dark on top appeared to be burnt and looked dried out, falling off of bone, could not purchase because of the poor condition of dehydration. customer said she usually purchases 2 at time."
SERV DELI,COLD SALADS,GM,DIST GM 0,0000 GM,QL OA DISSATISFIED,FOODHOLD,,,,68826753029,SALAD AMISH MACARON 15 OZ.,2036892,06/01/2019 16:57:21,"Buys Amish Mac Salad and there  is way too much liquid which adds to the weight.  The sauce is good but there is not enough macaroni.  It is always like that.  The container is also hard to get off.  It's ridiculous.

"
SERV DELI,COLD SALADS,GM,DIST 133,6546,QL TASTE,FOODHOLD,,,,,POTATO SALAD,2031542,05/27/2019 14:51:38,"This is the worst potato salad I have ever tasted Giant Brand red skin potato salad.  Pre-packaged. I would ban it from the store. Tell the manager to try a bite.  It leaves a really sour taste on my tongue.  It takes like fuel. It has a bad twang to it. Very negative taste. Customer very upset,   Please call customer."
SERV DELI,PREP FOOD,SS,DIST 334,2590,OOS REG,FOODHOLD,,,,,CHICKEN STRIPS,2031927,05/28/2019 10:40:28,"customer called prior to going into the store for chicken strips or popcorn strips chicken, when she arrived man behind deli said they did not have any only one box ""marked do not use. "" upon going back rechecking after 20 minutes he found a box and told her it would be another 20 minutes until it was cooked. she was upset after spending 40 minutes at the store standing after being told they have the chicken."
SERV DELI,PREP FOOD,SS,DIST 334,2590,OOS REG,FOODHOLD,,,,,CHICKEN STRIPS,2031927,05/28/2019 10:40:28,Customer says she wants corp. to know that the store has not contacted her.
SERV DELI,SANDWICH,SS,DIST 336,553,QL FOR OBJ,STORE MADE,,,,,SUB,2031237,05/26/2019 13:02:03,"CUSTOMER COMMENTS:  At South Setauket NY Stop and Shop I purchased a store made Italian hero, there was not one but three hairs. This is disgusting, because there was three, two on one half, one on the other I know it was intentionally done. I called the store but I know the girl I talked to didn't do anything or even relay the information to correct this, and didn't offer me a refund. First of all gas is $3.05 a gallon, and my time and effort is worth more than minimum wage, then there's insurance and car wear and tear, so it wasn't worth driving back costing me probably 2x the $10 sandwiches value to correct a mistake that shouldn't have intentionally been made? I'm not peoples supervisor or quality testing/control either, I should get paid back for that too. 
"
SERV DELI,SANDWICH,SS,DIST 337,554,QL FOR OBJ,STORE MADE,,,,,SUB,2031237,05/26/2019 13:02:04,"Buys NP Tomato Ketchup all the time, b/c it is organic, and it has the best flavor he has ever  had.  Beats Heinz and Delmonte.  Last week, tried a new bottle and it was terrible.  If they don't go back to the original formula will not buy it anymore.  As the saying goes, If it ain't broke, don't fix it.  The reason he liked it was b/c the flavor was very mild, mellow and easily palatable.  Now it is hot and spicy and burns your mouth.  If they have changed the formula, it is a bad idea.  Also, they should put on the label hot and spicy.  This bottle tasted like cajun spice had been added.Also, the mgnt at this store is not good.  Does a very poor job of stocking the shelves.  NP crackers have been oos for weeks.  Also, always out of Pure Leaf iced tea Extra sweet.  Also, does not like Marty.  It was a bad idea and they need to get rid of it.  Have seen it scare children, elderly.  It is nothing more than a ""spy"",  Does not like it and it's taking jobs away from ppl.customer bought this package of Squash noodles and made for dinner last night they tasted thick a chemical. She did not finish eating and hopes she does not get sick."
